,game_name,game_url,game_rank,jam_url,participants,submissions,host,game_score
83841,Snake? Snake!,https://virtually-competent.itch.io/snake-snake,2,https://itch.io/jam/duplicade,96,60,https://fantasticarcade.itch.io,0.03333333333333333
83842,Rock 'em Sock 'em Quadruplets,https://bwafflecone.itch.io/rock-em-sock-em-quadruplets,3,https://itch.io/jam/duplicade,96,60,https://fantasticarcade.itch.io,0.05
83912,EXTRALIFE,https://kemsyn.itch.io/extralife,1,https://itch.io/jam/build-your-own-game-jam,95,45,https://driftwoodgaming.itch.io,0.022222222222222223
83913,DUÓLITY,https://hadecynn.itch.io/duaelity,2,https://itch.io/jam/build-your-own-game-jam,95,45,https://driftwoodgaming.itch.io,0.044444444444444446
83955,P.I. Fly,https://thebooksnail.itch.io/pi-fly,1,https://itch.io/jam/honest-jam-5,95,25,https://honestdan.itch.io,0.04
83980,Shinobi Sling,https://reedsx20.itch.io/shinobi-sling,1,https://itch.io/jam/mini-jam-29-ninjas,95,30,https://zahranworrell.itch.io,0.03333333333333333
84010,JumpFire Cave,https://mygard-studio.itch.io/jumpfire-cave,1,https://itch.io/jam/uniday-jam-2021,95,24,https://unidaystudio.itch.io,0.041666666666666664
84034,Holy Sheet,https://onl1ner.itch.io/holy-sheet,1,https://itch.io/jam/mini-jam-9-back-to-school-,95,26,https://zahranworrell.itch.io,0.038461538461538464
84072,No Rest For The Gardener,https://charquito.itch.io/no-rest-for-the-gardener,1,https://itch.io/jam/weekly-game-jam-233,95,24,https://weeklygamejam.itch.io,0.041666666666666664
84144,Break/Space,https://blerkotron.itch.io/breakspace,1,https://itch.io/jam/zx-spectrum-basic-jam,94,24,https://gazzapper.itch.io,0.041666666666666664
84210,Crop Companion,https://nataegames.itch.io/crop-companion,1,https://itch.io/jam/regenerate-game-jam,94,21,https://nivja.itch.io,0.047619047619047616
84249,Lessons of Tea,https://vulpzor.itch.io/lessons-of-tea,1,https://itch.io/jam/oprwj5,93,37,https://onepagerules.itch.io,0.02702702702702703
84332,Rainy Fantasy [MiniJam8],https://gorik.itch.io/rainy-fantasy-minijam8,1,https://itch.io/jam/mini-jam-8-fantasy,93,24,https://zahranworrell.itch.io,0.041666666666666664
84369,Gravitation,https://re0x.itch.io/gravitation,1,https://itch.io/jam/scorejam7,92,29,https://scorespace.itch.io,0.034482758620689655
84398,Slaughter Clones,https://skinner-space.itch.io/slaughter-clones,1,https://itch.io/jam/weekly-game-jam-202,92,21,https://weeklygamejam.itch.io,0.047619047619047616
84438,Haemolacria,https://g-boy.itch.io/haemolacria,1,https://itch.io/jam/powerpoint-game-jam-march-edition,92,22,https://pptdev.itch.io,0.045454545454545456
84505,La SandWitcherie,https://hundraw.itch.io/la-sandwitcherie,1,https://itch.io/jam/weekly-game-jam-196,92,21,https://weeklygamejam.itch.io,0.047619047619047616
84570,Wink GameBoy - Beta 5.7,https://maxoakland.itch.io/wink-gameboy,1,https://itch.io/jam/retro-hardware-jam,91,28,https://dogedomstudios.itch.io,0.03571428571428571
84597,News the Bomb Man,https://hallowd.itch.io/news-the-bomb-man,1,https://itch.io/jam/explosive-game-jam,91,22,https://bbomb11.itch.io,0.045454545454545456
84619,Zen's Square,https://ash-badas.itch.io/zens-square,1,https://itch.io/jam/untitled-game-jam-29,91,24,https://thedrdevin.itch.io,0.041666666666666664
84643,Di-Miner,https://catelynthecutie.itch.io/di-miner,1,https://itch.io/jam/mouse-jam,91,22,https://8bitstoinfinity.itch.io,0.045454545454545456
84675,Wink GameBoy - Beta 5.7,https://maxoakland.itch.io/wink-gameboy,1,https://itch.io/jam/retro-hardware-jam,91,28,https://dogedomstudios.itch.io,0.03571428571428571
84702,Boop the Snoot,https://arekku.itch.io/boop-the-snoot,1,https://itch.io/jam/low-effort-jam-3,91,29,https://pixxydoesthings.itch.io,0.034482758620689655
84733,News the Bomb Man,https://hallowd.itch.io/news-the-bomb-man,1,https://itch.io/jam/explosive-game-jam,91,22,https://bbomb11.itch.io,0.045454545454545456
84788,Judgement Monday,https://kruemelkatze.itch.io/judgement-monday,1,https://itch.io/jam/9th-klujam,90,23,https://alexx882.itch.io,0.043478260869565216
84811,Alien Knightmare (Pygame Jam 4),https://ghastly.itch.io/alien-knightmare,1,https://itch.io/jam/pygame-community-summer-jam-2022,90,20,https://scriptline-studios.itch.io,0.05
84831,Recoil Protocol,https://jesscapade.itch.io/recoil-protocol,1,https://itch.io/jam/trijam-180,90,24,https://trijam.itch.io,0.041666666666666664
84855,Twisted Reality,https://sodacan-studios.itch.io/twisted-reality,1,https://itch.io/jam/games-factory-5,90,20,https://wylarel.itch.io,0.05
84876,Quadristorage,https://selkione.itch.io/quadristorage,1,https://itch.io/jam/trijam-181,90,33,https://trijam.itch.io,0.030303030303030304
84909,Forgeverse,https://wookbee.itch.io/forgeverse,1,https://itch.io/jam/-1-year-long-game-jam-2021,90,39,https://indie-town.itch.io,0.02564102564102564
84910,Hack3rMan And The Deleted Level 5,https://miguelsgamingch.itch.io/hack3rman-level5,1,https://itch.io/jam/-1-year-long-game-jam-2021,90,39,https://indie-town.itch.io,0.02564102564102564
84911,Wasteland Journey,https://tariri.itch.io/wasteland-journey,1,https://itch.io/jam/-1-year-long-game-jam-2021,90,39,https://indie-town.itch.io,0.02564102564102564
85061,Buried Future,https://scanix.itch.io/buried-future,1,https://itch.io/jam/redefine-2021,88,21,https://redefine-gamedev.itch.io,0.047619047619047616
85083,Tank Me Out!,https://jray.itch.io/tank-me-out,1,https://itch.io/jam/gamecodeur-gamejam-19,88,45,https://dmekersa.itch.io,0.022222222222222223
85084,Tak Tak,https://padawan.itch.io/tak-tak,2,https://itch.io/jam/gamecodeur-gamejam-19,88,45,https://dmekersa.itch.io,0.044444444444444446
85157,Carl's Candy Crusade,https://angryarugula.itch.io/carls-candy-crusade,1,https://itch.io/jam/kindred-community-jam-4,87,22,https://jannamoon.itch.io,0.045454545454545456
85179,Pizzeiar,https://kamstaq.itch.io/pizzeiar,1,https://itch.io/jam/low-effort-jam-18,87,43,https://pixxydoesthings.itch.io,0.023255813953488372
85180,"Bad Game, Don't Play",https://pixxydoesthings.itch.io/bad-game-dont-play,2,https://itch.io/jam/low-effort-jam-18,87,43,https://pixxydoesthings.itch.io,0.046511627906976744
85224,BOSS,https://hay-studio.itch.io/boss,1,https://itch.io/jam/trijam-125,87,33,https://trijam.itch.io,0.030303030303030304
85290,Slug Knight,https://geekmanofficial.itch.io/slug-knight,1,https://itch.io/jam/logfaers-gamejam-2,87,28,https://logfaer.itch.io,0.03571428571428571
85315,Mortal Codeur,https://duruti.itch.io/mortal-codeur,1,https://itch.io/jam/gamecodeur-gamejam-18,87,50,https://dmekersa.itch.io,0.02
85316,Mortal Kombo,https://hydrogene.itch.io/mortal-kombo,2,https://itch.io/jam/gamecodeur-gamejam-18,87,50,https://dmekersa.itch.io,0.04
85366,A NORMAL JOB,https://zekeleton.itch.io/a-normal-job,1,https://itch.io/jam/powerpoint-gamejam-2020-june-edition,87,23,https://f0xzilla.itch.io,0.043478260869565216
85389,Bindless,https://tinne26.itch.io/bindless,1,https://itch.io/jam/ebiten-game-jam,86,23,https://sinisterstuf.itch.io,0.043478260869565216
85412,Broken Brakes,https://skinner-space.itch.io/broken-brakes,1,https://itch.io/jam/mj-2021,86,21,https://bms.itch.io,0.047619047619047616
85431,Bed Fears,https://wafflegum.itch.io/bed-fears,1,https://itch.io/jam/sykoos-halloween-jam,86,20,https://vic485.itch.io,0.05
85451,Dark Void,https://leafgamedev.itch.io/dark-void,1,https://itch.io/jam/100-jtagame-jam-4,86,20,https://jtagamesinc.itch.io,0.05
85465,Boxern,https://leonard-plantey.itch.io/boxern,1,https://itch.io/jam/trijam-170,86,27,https://trijam.itch.io,0.037037037037037035
85619,Bossclicker - Clicker Jam Autumn 2022,https://narsiph.itch.io/bossclicker,1,https://itch.io/jam/clicker-jam-autumn-2022,85,22,https://ne0hash.itch.io,0.045454545454545456
85620,The Most Dangerous Crosswalk,https://julienwest.itch.io/the-most-dangerous-crosswalk,1,https://itch.io/jam/clicker-jam-autumn-2022,85,22,https://ne0hash.itch.io,0.045454545454545456
85650,do robots dream?,https://super8bitrafa.itch.io/m,1,https://itch.io/jam/mini-jam-19-mysteries,85,27,https://zahranworrell.itch.io,0.037037037037037035
85706,Bossclicker - Clicker Jam Autumn 2022,https://narsiph.itch.io/bossclicker,1,https://itch.io/jam/clicker-jam-autumn-2022,85,22,https://ne0hash.itch.io,0.045454545454545456
85707,The Most Dangerous Crosswalk,https://julienwest.itch.io/the-most-dangerous-crosswalk,1,https://itch.io/jam/clicker-jam-autumn-2022,85,22,https://ne0hash.itch.io,0.045454545454545456
85738,Fish Eater,https://pistadev.itch.io/fish-eater,1,https://itch.io/jam/triple-trijam-2022,84,27,https://trijam.itch.io,0.037037037037037035
85777,Space Rocket,https://blukulele.itch.io/space-rocket,1,https://itch.io/jam/trijam-121,84,38,https://trijam.itch.io,0.02631578947368421
85815,Blight Bounce,https://jesscapade.itch.io/blight-bounce,1,https://itch.io/jam/trijam-179,84,34,https://trijam.itch.io,0.029411764705882353
85849,Shapeshifter In Love,https://simonjet.itch.io/shapeshifter-in-love,1,https://itch.io/jam/xanderjam-4-summer-jam,84,21,https://xanderwood.itch.io,0.047619047619047616
85870,Angry Mob,https://sixpaths.itch.io/angry-mob,1,https://itch.io/jam/gameup-africa-jam-2022,84,20,https://maliyo.itch.io,0.05
85871,African Shopping Market,https://kompanycoder.itch.io/african-shopping-market,1,https://itch.io/jam/gameup-africa-jam-2022,84,20,https://maliyo.itch.io,0.05
85885,Seesaw Simulator 19,https://readymajor.itch.io/seesaw-simulator-19,1,https://itch.io/jam/mini-jam-34-balance,84,26,https://zahranworrell.itch.io,0.038461538461538464
85949,Chicken Catcher Simulator 3000,https://cpiod.itch.io/chicken-catcher-simulator-3000,1,https://itch.io/jam/useless-simulation-jam,83,20,https://bungus-productions.itch.io,0.05
85999,McDropper,https://vinayaktaneja.itch.io/mcdropper,1,https://itch.io/jam/weekly-game-jam-197,82,23,https://weeklygamejam.itch.io,0.043478260869565216
86036,Crazy Lights,https://somindras.itch.io/crazy-lights,1,https://itch.io/jam/the-indie-games-lab-jam-3,82,24,https://panda-siege.itch.io,0.041666666666666664
86059,Wallet Dungeons,https://awkwardturtle.itch.io/wallet-dungeons,1,https://itch.io/jam/tiny-library-jam-,82,87,https://longtailgames.itch.io,0.011494252873563218
86060,Danger Race,https://frytiger.itch.io/danger-race,1,https://itch.io/jam/tiny-library-jam-,82,87,https://longtailgames.itch.io,0.011494252873563218
86061,The Traveller's Tale,https://weirdandblue.itch.io/travellers-card,1,https://itch.io/jam/tiny-library-jam-,82,87,https://longtailgames.itch.io,0.011494252873563218
86062,Now We Raid,https://drunkwizard.itch.io/raid,1,https://itch.io/jam/tiny-library-jam-,82,87,https://longtailgames.itch.io,0.011494252873563218
86063,Dragon's Dice RPG,https://ogrillion.itch.io/dragons-dice-rpg,1,https://itch.io/jam/tiny-library-jam-,82,87,https://longtailgames.itch.io,0.011494252873563218
86153,You Gen #9,https://samplereality.itch.io/you-gen-9,1,https://itch.io/jam/spring-clean-twine-jam,82,27,https://litrouke.itch.io,0.037037037037037035
86199,Spirit Chess,https://haiyoooo.itch.io/spirit-chess,1,https://itch.io/jam/weekly-game-jam-203,81,23,https://weeklygamejam.itch.io,0.043478260869565216
86220,Timmy the Timebender,https://ricenoodles.itch.io/timmy-the-timebender,1,https://itch.io/jam/xanderjam-5-autumn-jam,81,24,https://xanderwood.itch.io,0.041666666666666664
86244,Can't Brake (TriJam#193),https://grisgram.itch.io/cant-brake-trijam193,1,https://itch.io/jam/trijam-193,81,32,https://trijam.itch.io,0.03125
86287,The Sacrifice Keeper,https://limonsalmonmon.itch.io/the-sacrifice-keeper,1,https://itch.io/jam/sexyboy-gamejam,81,25,https://s-dev.itch.io,0.04
86329,Into the Wonderland,https://dream-zer0.itch.io/into-the-wonderland,1,https://itch.io/jam/ggjcm2022,80,28,https://cmgamedev.itch.io,0.03571428571428571
86356,Cottage Gore (ONLINE),https://laurjam.itch.io/cottage-gore,1,https://itch.io/jam/create-jam-spring-2022,80,31,https://createjam.itch.io,0.03225806451612903
86386,Frontier Justice,https://godjammit.itch.io/frontier-justice,1,https://itch.io/jam/hexcode-showdown-jam,80,24,https://societyofplay.itch.io,0.041666666666666664
86409,"The Estate of Baron Archambaud, an Ingrate",https://galazor.itch.io/the-estate-of-baron-archambaud-an-ingrate,1,https://itch.io/jam/goonjam,80,60,https://natetreme.itch.io,0.016666666666666666
86410,Lords of Mars,https://rayotus.itch.io/lords-of-mars,2,https://itch.io/jam/goonjam,80,60,https://natetreme.itch.io,0.03333333333333333
86411,SHROOM GOONS,https://chaosgrenade.itch.io/shroom-goons,3,https://itch.io/jam/goonjam,80,60,https://natetreme.itch.io,0.05
86541,Patchy's Magical Maze,https://firecat1311.itch.io/patchys-magical-maze,1,https://itch.io/jam/touhou-pride-4,79,31,https://nitori.itch.io,0.03225806451612903
86571,Hamster Ball Bash,https://em-e-minor.itch.io/hamster-ball-bash,1,https://itch.io/jam/trijam-183,79,28,https://trijam.itch.io,0.03571428571428571
86598,Ruined,https://hanamisaihod.itch.io/ruined,1,https://itch.io/jam/ggjcm2021,79,43,https://cmgamedev.itch.io,0.023255813953488372
86599,6 BOIZ - Save the kidz,https://aquanoixl.itch.io/save-the-kidz,2,https://itch.io/jam/ggjcm2021,79,43,https://cmgamedev.itch.io,0.046511627906976744
86643,Bitter Brews,https://mokkaquill.itch.io/bitter-brews,1,https://itch.io/jam/winter-break-jam-unc,79,23,https://unc-game-dev.itch.io,0.043478260869565216
86693,Warm Dudes,https://thesoulselector.itch.io/warm-dudes,1,https://itch.io/jam/develop-to-help-ukraine,79,25,https://kev-the-gamedev.itch.io,0.04
86781,Pixel Faster,https://antehl.itch.io/pixel-faster,1,https://itch.io/jam/low-effort-jam-5,78,35,https://pixxydoesthings.itch.io,0.02857142857142857
86835,"""I declare bankruptcy.""",https://seltzerfish.itch.io/i-declare-bankruptcy,1,https://itch.io/jam/trijam-174,78,30,https://trijam.itch.io,0.03333333333333333
86903,Boatmen,https://firatusta.itch.io/boatmen,1,https://itch.io/jam/black-and-white-jam-4,77,23,https://mylinemedia.itch.io,0.043478260869565216
86986,Army vs Zombies,https://vegetato.itch.io/army-vs-zombies,1,https://itch.io/jam/gdevelop-examples-jam-1,76,22,https://gdevelopapp.itch.io,0.045454545454545456
87027,Cutterpillar,https://thesheepsmeow.itch.io/cutterpillar,1,https://itch.io/jam/trijam-195,76,24,https://trijam.itch.io,0.041666666666666664
87069,Don't Let Them Pass,https://cyrelouyea.itch.io/dltp,1,https://itch.io/jam/one-minute-game-jam-3,76,22,https://warsugs.itch.io,0.045454545454545456
87112,Omni,https://venorpg.itch.io/omni,1,https://itch.io/jam/5adj,76,37,https://teasjams.itch.io,0.02702702702702703
87151,Cutterpillar,https://thesheepsmeow.itch.io/cutterpillar,1,https://itch.io/jam/trijam-195,76,24,https://trijam.itch.io,0.041666666666666664
87175,Galaxy Rushroom,https://ahogames.itch.io/galaxy-rushroom,1,https://itch.io/jam/bored-pixels-jam,76,21,https://artsybarrels.itch.io,0.047619047619047616
87245,Army vs Zombies,https://vegetato.itch.io/army-vs-zombies,1,https://itch.io/jam/gdevelop-examples-jam-1,76,22,https://gdevelopapp.itch.io,0.045454545454545456
87354,Parcheando Reglas,https://javiex7.itch.io/parcheando-reglas,1,https://itch.io/jam/gamegen-game-jam-2,75,24,https://dexaxi.itch.io,0.041666666666666664
87393,Bill Gates' Firey Gauntlet,https://bigroystudios.itch.io/bill-gates-firey-gauntlet,1,https://itch.io/jam/ms-paint-game-jam,75,24,https://tomdev.itch.io,0.041666666666666664
87417,Toady I Learned,https://fcolor04.itch.io/toady-i-learned,1,https://itch.io/jam/vertex-gamejam,75,23,https://vertexgames.itch.io,0.043478260869565216
87442,SurrounDead,https://square-it.itch.io/surroundead,1,https://itch.io/jam/trijam-190,75,31,https://trijam.itch.io,0.03225806451612903
87498,Inferna,https://milkbar-lads.itch.io/inferna,1,https://itch.io/jam/8x8-game-jam,75,23,https://supergamersgames.itch.io,0.043478260869565216
87543,Bill Gates' Firey Gauntlet,https://bigroystudios.itch.io/bill-gates-firey-gauntlet,1,https://itch.io/jam/ms-paint-game-jam,75,24,https://tomdev.itch.io,0.041666666666666664
87662,n/Thing,https://el-studios.itch.io/nthing,1,https://itch.io/jam/lm0b-beginners-game-jam-14,74,21,https://krswoodward.itch.io,0.047619047619047616
87681,Void Prisoner,https://asmonix.itch.io/void-prisoner,1,https://itch.io/jam/tk-game-jam-2018,74,47,https://vyznawca.itch.io,0.02127659574468085
87682,Tension,https://akaneiro.itch.io/tension,1,https://itch.io/jam/tk-game-jam-2018,74,47,https://vyznawca.itch.io,0.02127659574468085
87683,Ignis,https://mindinmess.itch.io/ignis,1,https://itch.io/jam/tk-game-jam-2018,74,47,https://vyznawca.itch.io,0.02127659574468085
87684,Photon wars,https://witchbehindthebush.itch.io/photon-wars,1,https://itch.io/jam/tk-game-jam-2018,74,47,https://vyznawca.itch.io,0.02127659574468085
87685,Grzybobranie,https://politko.itch.io/mushrooms,1,https://itch.io/jam/tk-game-jam-2018,74,47,https://vyznawca.itch.io,0.02127659574468085
87686,NiespeÅniony Austriacki Akwarelista,https://kruczoczarny.itch.io/niespelnionyaustriackiakwarelista,1,https://itch.io/jam/tk-game-jam-2018,74,47,https://vyznawca.itch.io,0.02127659574468085
87687,Cloud Racers,https://greebocherry.itch.io/cloud-racers,1,https://itch.io/jam/tk-game-jam-2018,74,47,https://vyznawca.itch.io,0.02127659574468085
87688,Gra o pociÄgu,https://juna8001.itch.io/gra-o-pocigu,1,https://itch.io/jam/tk-game-jam-2018,74,47,https://vyznawca.itch.io,0.02127659574468085
87689,Crazy Train,https://pavel-watchman-nikalayeu.itch.io/crazy-train,1,https://itch.io/jam/tk-game-jam-2018,74,47,https://vyznawca.itch.io,0.02127659574468085
87701,The Curling Project,https://lineartlemur.itch.io/the-curling-project,1,https://itch.io/jam/puzzle-jam-ii,74,23,https://8bitstoinfinity.itch.io,0.043478260869565216
87723,Crystal Captor: Memory Chronicle Finale,https://tofu-sheets-visual.itch.io/crystal-captor-memory-chronicle-finale,1,https://itch.io/jam/so-bad-its-good-jam,74,26,https://nedreid.itch.io,0.038461538461538464
87762,Magical Dinner below the full moon,https://white-pikmin.itch.io/magical-dinner-below-the-full-moon,1,https://itch.io/jam/touhou-jam-2,74,23,https://gman8r.itch.io,0.043478260869565216
87806,Elite Cleansing Squad,https://wfs.itch.io/elite-cleansing-squad,1,https://itch.io/jam/weekly-game-jam-30,74,20,https://weeklygamejam.itch.io,0.05
87842,Spider's Nook - picoCAD Model,https://jusiv.itch.io/spiders-nook-picocad-model,1,https://itch.io/jam/picocad-jam-6,73,34,https://munro.itch.io,0.029411764705882353
87893,Pretend You Love Each Other,https://ocdunlap.itch.io/pretend-you-love,1,https://itch.io/jam/subqjam,73,26,https://subqmag.itch.io,0.038461538461538464
87920,Rupert Reset,https://havana24.itch.io/rupert-reset,1,https://itch.io/jam/stencyl-jam-19,73,24,https://coryalexmartin.itch.io,0.041666666666666664
87923,Tactus,https://zeta0134.itch.io/tactus,1,https://itch.io/jam/nesdev-2022,73,31,https://mhughson.itch.io,0.03225806451612903
87953,Barista,https://jinxedbyte.itch.io/barista,1,https://itch.io/jam/trijam-120,73,34,https://trijam.itch.io,0.029411764705882353
87987,Powerless,https://frost-falcon.itch.io/powerless,1,https://itch.io/jam/respawn-game-jam-fall-2022,73,21,https://mcfp.itch.io,0.047619047619047616
88068,Quadruple Helicopter Friendship,https://swanijam.itch.io/quadruple-helicopter-friendship,1,https://itch.io/jam/mini-jam-15-technology,72,22,https://zahranworrell.itch.io,0.045454545454545456
88122,Toy Factory,https://barquest.itch.io/toy-factory,1,https://itch.io/jam/trijam-57,72,31,https://rocknightstudios.itch.io,0.03225806451612903
88164,Pebbles!,https://deliciouscream.itch.io/pebbles,1,https://itch.io/jam/lame-jam-18,72,29,https://torbjorndev.itch.io,0.034482758620689655
88233,Mirror Path,https://frelude.itch.io/mirror-path,1,https://itch.io/jam/lm0b-beginners-game-jam-6,71,24,https://krswoodward.itch.io,0.041666666666666664
88256,lights are out!,https://scott-bryan.itch.io/lights-are-out,1,https://itch.io/jam/trijam-60,71,22,https://trijam.itch.io,0.045454545454545456
88280,AstroPong,https://razerbladex43.itch.io/astropong,1,https://itch.io/jam/gamecodeur-gamejam-28,71,52,https://dmekersa.itch.io,0.019230769230769232
88281,Hyper pong cafÃ©,https://ced30.itch.io/hyper-pong-caf,2,https://itch.io/jam/gamecodeur-gamejam-28,71,52,https://dmekersa.itch.io,0.038461538461538464
88364,Rikochet: Laser Splitter,https://mcmityler.itch.io/rikochet,1,https://itch.io/jam/trijam-197,71,29,https://trijam.itch.io,0.034482758620689655
88408,Only one life,https://nnooway.itch.io/gpix,1,https://itch.io/jam/48-secret-jam-june2019,71,20,https://haploid7.itch.io,0.05
88430,Pursuit in Progress,https://minimechmedia.itch.io/pursuit-in-progress,1,https://itch.io/jam/trijam-119,71,27,https://trijam.itch.io,0.037037037037037035
88483,Mirror Path,https://frelude.itch.io/mirror-path,1,https://itch.io/jam/lm0b-beginners-game-jam-6,71,24,https://krswoodward.itch.io,0.041666666666666664
88533,Pursuit in Progress,https://minimechmedia.itch.io/pursuit-in-progress,1,https://itch.io/jam/trijam-119,71,27,https://trijam.itch.io,0.037037037037037035
88572,Parcel Mania,https://firetotemgames.itch.io/parcel-mania,1,https://itch.io/jam/trijam-132,71,34,https://trijam.itch.io,0.029411764705882353
88606,Initiation: A Short Story,https://chimericcreations.itch.io/initiation-story,1,https://itch.io/jam/oprwj4,70,33,https://onepagerules.itch.io,0.030303030303030304
88639,Gensokyo Odyssey (OLD),https://kronington.itch.io/gensokyo-odyssey,1,https://itch.io/jam/touhou-jam-7,70,34,https://nitori.itch.io,0.029411764705882353
88690,Cleric of the Raven Queen,https://acidarrowart.itch.io/cleric-of-the-raven-queen,1,https://itch.io/jam/ttrpg-coloring-book-jam,70,50,https://joypeddler-games.itch.io,0.02
88691,A Familiar Helper {Colouring Page},https://dinoberryjam.itch.io/a-familiar-helper-colouring-page,2,https://itch.io/jam/ttrpg-coloring-book-jam,70,50,https://joypeddler-games.itch.io,0.04
88787,Das Underseaboat,https://xcvg.itch.io/dasboat,1,https://itch.io/jam/game-breakers-toolkit-jam-6,70,38,https://adriendittrick.itch.io,0.02631578947368421
88843,Artillery's Aftermath,https://ironserenity.itch.io/artillerys-aftermath,1,https://itch.io/jam/oprwj6,70,36,https://onepagerules.itch.io,0.027777777777777776
88922,Neo-Gensokyo Zero,https://firecat1311.itch.io/neo-gens0,1,https://itch.io/jam/touhou-pride-jam-2,69,25,https://nitori.itch.io,0.04
89003,StarGrid,https://lysenti.itch.io/stargrid,1,https://itch.io/jam/gamecodeur-gamejam-24,69,42,https://dmekersa.itch.io,0.023809523809523808
89004,Grid Dungeon,https://megalphax.itch.io/grid-dungeon,2,https://itch.io/jam/gamecodeur-gamejam-24,69,42,https://dmekersa.itch.io,0.047619047619047616
89064,The Rush,https://doomcherry.itch.io/the-rush,1,https://itch.io/jam/indie-varvars-jam-2,68,28,https://indie-varvars.itch.io,0.03571428571428571
89093,The Hallway,https://not-jam.itch.io/the-hallway,1,https://itch.io/jam/trijam-176,68,27,https://trijam.itch.io,0.037037037037037035
89138,Suika's Massive Meal,https://woah-maaan.itch.io/suikas-massive-meal,1,https://itch.io/jam/touhou-jam-9,68,42,https://nitori.itch.io,0.023809523809523808
89139,I love not thinking!,https://espeon78.itch.io/not-thinking,2,https://itch.io/jam/touhou-jam-9,68,42,https://nitori.itch.io,0.047619047619047616
89181,Colour Blast,https://biebrass.itch.io/rainbow-blast,1,https://itch.io/jam/trijam-126,68,22,https://trijam.itch.io,0.045454545454545456
89276,Iam Ajn Donita,https://xcvg.itch.io/evergiven,1,https://itch.io/jam/game-breakers-toolkit-jam-5,68,43,https://adriendittrick.itch.io,0.023255813953488372
89277,Sufferjump 2:Worse than the first,https://bbaluka1.itch.io/suffering-a-second-time,2,https://itch.io/jam/game-breakers-toolkit-jam-5,68,43,https://adriendittrick.itch.io,0.046511627906976744
89336,Tiny Reef - picoCAD Model,https://jusiv.itch.io/tiny-reef-picocad-model,1,https://itch.io/jam/picocad-jam-4,67,29,https://munro.itch.io,0.034482758620689655
89365,Untitled Ghost Game,https://techno19.itch.io/untitled-ghost-game,1,https://itch.io/jam/neumont-jam,67,32,https://ryder-james.itch.io,0.03125
89391,Cats n Wires,https://kultisti.itch.io/cats-n-wires,1,https://itch.io/jam/weekly-game-jam-201,67,22,https://weeklygamejam.itch.io,0.045454545454545456
89417,Sand,https://landrygd.itch.io/sand,1,https://itch.io/jam/cujv-gamejam-01,67,20,https://jeancharpentier.itch.io,0.05
89448,ISOLATED,https://pistadev.itch.io/isolated,1,https://itch.io/jam/trijam-191,67,25,https://trijam.itch.io,0.04
89487,Republik: Zero Conflicts,https://anawukong.itch.io/republik,1,https://itch.io/jam/grapefruit-gamejam-3,67,21,https://gemini-taurus.itch.io,0.047619047619047616
89638,Amethyst Waters,https://stefandevai.itch.io/amethyst-waters,1,https://itch.io/jam/spring-lisp-game-jam-2020,67,22,https://mfiano.itch.io,0.045454545454545456
89674,Cash Out,https://sebasrez.itch.io/cash-out,1,https://itch.io/jam/trijam-117,67,30,https://rocknightstudios.itch.io,0.03333333333333333
89719,Illuminasino,https://kreisgame.itch.io/lluminasino,1,https://itch.io/jam/trijam-111,66,33,https://trijam.itch.io,0.030303030303030304
89821,Defrog,https://vvulpes0.itch.io/defrog,1,https://itch.io/jam/trijam-169,66,22,https://trijam.itch.io,0.045454545454545456
89843,Illuminasino,https://kreisgame.itch.io/lluminasino,1,https://itch.io/jam/trijam-111,66,33,https://trijam.itch.io,0.030303030303030304
89889,Food is life,https://igrok10.itch.io/food-is-life,1,https://itch.io/jam/gaijin-jam-2,66,21,https://felegz.itch.io,0.047619047619047616
89911,MarbleFall,https://birdwards.itch.io/marblefall,1,https://itch.io/jam/trijam-115,66,30,https://trijam.itch.io,0.03333333333333333
89961,Elowen's Light,https://juzek.itch.io/elowens-light,1,https://itch.io/jam/improve-my-game-jam-22,65,24,https://anomrac21.itch.io,0.041666666666666664
90011,ant the ants,https://flyber.itch.io/ant-the-ants,1,https://itch.io/jam/mini-jam-10-micro-,65,22,https://zahranworrell.itch.io,0.045454545454545456
90033,Shiki-Sama's Judgement,https://firecat1311.itch.io/shiki-samas-judgement,1,https://itch.io/jam/touhou-jam-3,65,29,https://gman8r.itch.io,0.034482758620689655
90104,ExtraDelivery!,https://dsinker11.itch.io/extradelivery,1,https://itch.io/jam/trijam-133,64,37,https://trijam.itch.io,0.02702702702702703
90174,Chairades,https://fatduckgames.itch.io/chairades,1,https://itch.io/jam/gotland-game-conference-2020,64,38,https://ulfben.itch.io,0.02631578947368421
90213,Gravitile,https://amidev.itch.io/gravitile,1,https://itch.io/jam/mini-jam-59,64,24,https://zahranworrell.itch.io,0.041666666666666664
90268,ExtraDelivery!,https://dsinker11.itch.io/extradelivery,1,https://itch.io/jam/trijam-133,64,37,https://trijam.itch.io,0.02702702702702703
90306,Eye of the Storm,https://picster.itch.io/eye-of-the-storm,1,https://itch.io/jam/trijam-65,64,20,https://trijam.itch.io,0.05
90348,COLOUR,https://rickropes.itch.io/colour,1,https://itch.io/jam/minimalistic-jam,64,23,https://waterflare.itch.io,0.043478260869565216
90382,Boomers Ate My World,https://bazsupport.itch.io/boomers-ate-my-world,1,https://itch.io/jam/4th-hawktober-game-jam,64,20,https://uap.itch.io,0.05
